,system:id,y,x,relativeOrbitNumber_start,timestamp,year,datedif
279,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20170503T010432_20170503T010457_005427_00983A_DDB2,50.98,-109.22,151,2017-05-03 01:04:32+00:00,2017,0.0
223,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20181025T010438_20181025T010503_013302_01897E_CD03,50.47,-109.03,151,2018-10-25 01:04:38+00:00,2018,0.0
